Timestamp (ISO),timestamp,voltage (V),current (mA),power (mW), brand, rated_voltage,ers
2025-08-10T23:32:39.370944,1754883159, 8.76, 679.90, 5954.00, Haian, 12.00,25
2025-08-10T23:32:49.378370,1754883169, 8.76, 680.30, 5954.00, Haian, 12.00,25
2025-08-10T23:32:59.376212,1754883179, 8.76, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:33:09.384058,1754883189, 8.76, 679.90, 5958.00, Haian, 12.00,25
2025-08-10T23:33:19.379220,1754883199, 8.76, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:33:29.380325,1754883209, 8.76, 680.30, 5954.00, Haian, 12.00,25
2025-08-10T23:33:39.381562,1754883219, 8.76, 679.50, 5958.00, Haian, 12.00,25
2025-08-10T23:33:49.383931,1754883229, 8.76, 679.90, 5958.00, Haian, 12.00,25
2025-08-10T23:33:59.371892,1754883239, 8.76, 679.80, 5954.00, Haian, 12.00,25
2025-08-10T23:34:09.373966,1754883249, 8.76, 680.40, 5954.00, Haian, 12.00,25
2025-08-10T23:34:19.376999,1754883259, 8.76, 679.40, 5950.00, Haian, 12.00,25
2025-08-10T23:34:29.383002,1754883269, 8.76, 679.80, 5950.00, Haian, 12.00,25
2025-08-10T23:34:39.374796,1754883279, 8.76, 678.90, 5950.00, Haian, 12.00,25
2025-08-10T23:34:49.381158,1754883289, 8.76, 679.50, 5950.00, Haian, 12.00,25
2025-08-10T23:34:59.382596,1754883299, 8.76, 679.70, 5954.00, Haian, 12.00,25
2025-08-10T23:35:09.369776,1754883309, 8.75, 679.50, 5954.00, Haian, 12.00,25
2025-08-10T23:35:19.373269,1754883319, 8.75, 679.40, 5954.00, Haian, 12.00,25
2025-08-10T23:35:29.375608,1754883329, 8.76, 679.70, 5958.00, Haian, 12.00,25
2025-08-10T23:35:39.383222,1754883339, 8.76, 679.60, 5954.00, Haian, 12.00,25
2025-08-10T23:35:49.382629,1754883349, 8.76, 679.50, 5954.00, Haian, 12.00,25
2025-08-10T23:35:59.380964,1754883359, 8.76, 679.00, 5958.00, Haian, 12.00,25
2025-08-10T23:36:09.375511,1754883369, 8.76, 679.90, 5954.00, Haian, 12.00,25
2025-08-10T23:36:19.376777,1754883379, 8.76, 679.70, 5954.00, Haian, 12.00,25
2025-08-10T23:36:29.381090,1754883389, 8.76, 679.50, 5954.00, Haian, 12.00,25
2025-08-10T23:36:39.382943,754883399, 8.76, 679.20, 5950.00, Haian, 12.00,25
2025-08-10T23:36:49.373259,1754883409, 8.76, 679.70, 5950.00, Haian, 12.00,25
2025-08-10T23:36:59.382548,1754883419, 8.76, 679.50, 5948.00, Haian, 12.00,25
2025-08-10T23:37:09.370707,1754883429, 8.76, 679.60, 5948.00, Haian, 12.00,25
2025-08-10T23:37:19.372565,1754883439, 8.76, 679.30, 5954.00, Haian, 12.00,25
2025-08-10T23:37:29.375182,1754883449, 8.76, 679.70, 5954.00, Haian, 12.00,25
2025-08-11T16:14:36.147481,1754943275, 12.26, 124.10, 1488.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:14:46.145828,1754943285, 12.26, 125.10, 1518.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:14:56.156736,1754943295, 12.26, 120.90, 1530.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:15:06.153939,1754943305, 12.26, 119.00, 1528.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:15:16.155692,1754943315, 12.26, 119.20, 1534.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:15:26.142525,1754943325, 12.26, 118.00, 1524.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:15:36.140971,1754943335, 12.26, 116.60, 1504.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:15:46.143301,1754943345, 12.26, 116.30, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:15:56.153039,1754943355, 12.26, 124.70, 1432.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:16:06.148765,1754943365, 12.26, 118.60, 1530.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:16:16.151394,1754943375, 12.25, 117.10, 1534.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:16:26.156119,1754943385, 12.26, 116.30, 1464.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:16:36.156160,1754943395, 12.26, 118.10, 1458.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:16:46.143050,1754943405, 12.25, 125.10, 1454.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:16:56.143332,1754943415, 12.25, 123.70, 1426.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:17:06.151079,1754943425, 12.25, 122.10, 1428.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:17:16.154703,1754943435, 12.25, 116.20, 1510.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:17:26.149878,1754943445, 12.24, 123.00, 1432.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:17:36.162811,43455, 12.25, 121.00, 1436.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:17:46.154158,1754943465, 12.24, 124.20, 1490.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:17:56.140043,1754943475, 12.24, 124.80, 1494.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:18:06.154739,1754943485, 12.23, 125.70, 1490.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:18:16.152529,1754943495, 12.24, 121.60, 1520.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:18:26.151017,1754943505, 12.24, 119.10, 1454.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:18:36.145569,1754943515, 12.23, 116.70, 1518.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:18:46.148800,1754943525, 12.24, 118.10, 1530.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:18:56.149968,1754943535, 12.23, 117.30, 1490.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:19:06.155097,1754943545, 12.24, 121.30, 1524.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:19:16.153692,1754943555, 12.23, 123.90, 1484.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:19:26.153598,1754943565, 12.24, 120.90, 1436.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:19:36.151430,1754943575, 12.22, 124.20, 1490.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:19:46.141900,1754943585, 12.23, 123.70, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:19:56.153522,1754943595, 12.24, 119.90, 1446.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:20:06.148432,1754943605, 12.23, 122.80, 1520.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:20:16.151182,1754943615, 12.23, 116.70, 1514.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:20:26.153533,1754943625, 12.23, 122.10, 1436.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:20:36.147617,1754943635, 12.22, 122.10, 1524.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:20:46.152684,1754943645, 12.22, 123.10, 1510.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:20:56.139545,1754943655, 12.22, 122.20, 1422.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:21:06.141940,1754943665, 12.23, 116.30, 1498.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:21:16.145963,1754943675, 12.22, 124.00, 1422.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:21:26.151528,1754943685, 12.22, 116.70, 1518.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:21:36.150209,1754943695, 12.22, 125.00, 1428.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:21:46.153365,1754943705, 12.22, 122.20, 1518.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:21:56.151035,1754943715, 12.22, 121.50, 1432.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:22:06.152266,1754943725, 12.22, 116.30, 1498.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:22:16.138236,943735, 12.22, 117.30, 1514.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:22:26.141350,1754943745, 12.22, 119.70, 1528.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:22:36.150882,1754943755, 12.21, 124.70, 1436.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:22:46.148893,1754943765, 12.22, 122.50, 1422.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:22:56.150034,1754943775, 12.22, 121.20, 1514.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:23:06.152806,1754943785, 12.21, 123.00, 1510.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:23:16.146567,1754943795, 12.22, 123.50, 1426.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:23:26.152388,1754943805, 12.22, 117.20, 1484.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:23:36.138167,1754943815, 12.21, 122.90, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:23:46.148860,1754943825, 12.21, 121.90, 1524.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:23:56.152262,1754943835, 12.21, 123.30, 1514.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:24:06.152970,1754943845, 12.21, 116.50, 1488.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:24:16.151429,1754943855, 12.22, 116.70, 1478.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:24:26.143124,1754943865, 12.22, 117.60, 1464.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:24:36.151471,1754943875, 12.22, 117.00, 1498.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:24:46.152382,4943885, 12.20, 120.10, 1530.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:24:56.144885,1754943895, 12.20, 124.10, 1498.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:25:06.140122,1754943905, 12.20, 116.40, 1520.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:25:16.151214,1754943915, 12.20, 126.60, 1510.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:25:26.152404,1754943925, 12.20, 125.70, 1464.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:25:36.151190,1754943935, 12.20, 125.50, 1454.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:25:46.150185,1754943945, 12.20, 127.20, 1482.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:25:56.151531,1754943955, 12.20, 125.90, 1464.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:26:06.148253,1754943965, 12.20, 116.90, 1500.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:26:16.146533,1754943975, 12.20, 121.80, 1416.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:26:26.140931,1754943985, 12.19, 125.40, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:26:36.144672,1754943995, 12.20, 122.40, 1418.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:26:46.147459,1754944005, 12.20, 124.30, 1422.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:26:56.151087,1754944015, 12.20, 116.00, 1494.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:27:06.151037,1754944025, 12.19, 122.40, 1426.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:27:16.150872,1754944035, 12.20, 119.00, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:27:26.150392,1754944045, 12.20, 116.70, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:27:36.138124,1754944055, 12.20, 123.60, 1416.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:27:46.139425,1754944065, 12.20, 118.50, 1518.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:27:56.143979,1754944075, 12.19, 125.70, 1436.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:28:06.147307,1754944085, 12.19, 118.70, 1546.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:28:16.150551,1754944095, 12.19, 118.90, 1446.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:28:26.140870,1754944105, 12.19, 124.70, 1426.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:28:36.149819,1754944115, 12.20, 115.60, 1518.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:28:46.150142,1754944125, 12.20, 116.60, 1508.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:28:56.150040,1754944135, 12.19, 119.90, 1534.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:29:06.140441,1754944145, 12.18, 125.80, 1488.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:29:16.142757,1754944155, 12.18, 123.50, 1422.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:29:26.147122,1754944165, 12.19, 125.60, 1438.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:29:36.139829,1754944175, 12.19, 115.40, 1498.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:29:46.146243,1754944185, 12.18, 125.70, 1454.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:29:56.146882,1754944195, 12.19, 121.50, 1428.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:30:06.136367,1754944205, 12.18, 124.50, 1478.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:30:16.138148,1754944215, 12.18, 124.30, 1524.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:30:26.139603,1754944225, 12.19, 118.60, 1448.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:30:36.147907,1754944235, 12.19, 116.80, 1500.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:30:46.138259,1754944245, 12.19, 118.00, 1514.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:30:56.146667,1754944255, 12.18, 120.90, 1534.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:31:06.143241,1754944265, 12.17, 125.50, 1468.00, G4 RV Ceiling, 12.00,100
2025-08-11T16:32:21.737150,1754944341, 11.16, 131.50, 1400.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:32:31.743228,1754944351, 11.16, 132.80, 1402.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:32:41.742653,1754944361, 11.16, 134.00, 1442.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:32:51.740098,1754944371, 11.15, 134.20, 1494.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:33:01.737680,54944381, 11.16, 129.40, 1406.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:33:11.731159,1754944391, 11.15, 134.90, 1498.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:33:21.731984,1754944401, 11.15, 136.10, 1452.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:33:31.739586,1754944411, 11.16, 132.40, 1390.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:33:41.743943,1754944421, 11.15, 128.80, 1488.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:33:51.739941,1754944431, 11.15, 126.20, 1484.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:34:01.742674,54944441, 11.15, 126.90, 1488.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:34:11.730154,1754944451, 11.15, 135.50, 1422.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:34:21.742602,1754944461, 11.16, 127.30, 1478.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:34:31.740266,54944471, 11.14, 132.90, 1448.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:34:41.731408,1754944481, 11.15, 131.50, 1412.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:34:51.740828,1754944491, 11.15, 132.60, 1402.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:35:01.736218,1754944501, 11.15, 127.40, 1504.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:35:11.738450,1754944511, 11.15, 125.50, 1508.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:35:21.736939,1754944521, 11.14, 128.20, 1518.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:35:31.739229,1754944531, 11.14, 130.70, 1498.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:35:41.741335,1754944541, 11.14, 133.10, 1400.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:35:51.742333,1754944551, 11.14, 132.30, 1396.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:36:01.731380,1754944561, 11.14, 133.50, 1406.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:36:11.740840,1754944571, 11.14, 133.00, 1402.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:36:21.736231,1754944581, 11.14, 135.10, 1482.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:36:31.741720,1754944591, 11.14, 131.10, 1410.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:36:41.742067,1754944601, 11.14, 128.20, 1494.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:36:51.742109,1754944611, 11.14, 135.10, 1488.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:37:01.741865,1754944621, 11.14, 136.20, 1432.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:37:11.737384,1754944631, 11.14, 125.80, 1498.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:37:21.740796,1754944641, 11.14, 134.00, 1410.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:37:31.740873,1754944651, 11.15, 128.50, 1508.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:37:41.736403,1754944661, 11.14, 127.10, 1504.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:37:51.740742,1754944671, 11.14, 135.70, 1442.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:38:01.741266,1754944681, 11.15, 128.50, 1412.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:38:11.741719,1754944691, 11.14, 135.00, 1412.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:38:21.741885,1754944701, 11.14, 130.70, 1392.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:38:31.731002,1754944711, 11.14, 131.10, 1520.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:38:41.740271,1754944721, 11.14, 132.10, 1402.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:38:51.735264,1754944731, 11.14, 134.70, 1442.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:39:01.741329,1754944741, 11.14, 125.70, 1484.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:39:11.740715,1754944751, 11.14, 128.60, 1504.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:39:21.734057,1754944761, 11.14, 133.80, 1514.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:39:31.734530,1754944771, 11.14, 128.70, 1508.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:39:41.738991,1754944781, 11.14, 128.10, 1500.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:39:51.738081,1754944791, 11.14, 133.80, 1400.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:40:01.741080,1754944801, 11.13, 135.80, 1422.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:40:11.737849,1754944811, 11.13, 132.00, 1406.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:40:21.731774,1754944821, 11.14, 127.00, 1426.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:40:31.739399,1754944831, 11.13, 136.00, 1438.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:40:41.740554,1754944841, 11.14, 135.80, 1416.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:40:51.732908,1754944851, 11.13, 133.80, 1514.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:41:01.739746,1754944861, 11.14, 127.70, 1504.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:41:11.738927,1754944871, 11.13, 133.50, 1510.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:41:21.738829,1754944881, 11.14, 127.10, 1490.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:41:31.739133,1754944891, 11.14, 128.10, 1422.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:41:41.731706,1754944901, 11.13, 135.90, 1432.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:41:51.738341,1754944911, 11.14, 126.60, 1428.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:42:01.735883,1754944921, 11.14, 128.10, 1498.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:42:11.738078,1754944931, 11.13, 133.00, 1422.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:42:21.734001,1754944941, 11.14, 126.00, 1484.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.169577,1754944951, 11.13, 135.80, 1484.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.238021,1754944961, 11.12, 135.70, 1446.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.318482,1754944971, 11.14, 127.20, 1494.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.412881,1754944981, 11.13, 136.00, 1446.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.637521,1754944991, 11.14, 127.00, 1488.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.683794,1754945001, 11.13, 133.40, 1418.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:54.903799,1754945011, 11.13, 127.80, 1500.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:55.151185,1754945021, 11.13, 130.50, 1510.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:55.469858,54945031, 11.14, 125.50, 1462.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:55.630575,1754945041, 11.13, 127.90, 1416.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:55.929937,1754945051, 11.12, 133.70, 1518.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:56.055850,1754945061, 11.13, 126.20, 1478.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:56.179631,1754945071, 11.14, 125.50, 1474.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:56.422783,1754945081, 11.14, 128.60, 1412.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:56.615314,1754945091, 11.13, 128.20, 1472.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:56.757745,1754945101, 11.14, 126.20, 1484.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:56.958038,1754945111, 11.13, 129.90, 1510.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:57.861767,1754945121, 11.12, 132.40, 1400.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:58.437248,1754945131, 11.12, 136.40, 1412.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:58.715777,1754945141, 11.13, 130.70, 1402.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:58.968863,1754945151, 11.13, 127.30, 1498.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:59.121262,1754945161, 11.12, 136.40, 1458.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:59.234023,1754945171, 11.13, 129.00, 1504.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:59.349982,1754945181, 11.13, 127.10, 1494.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:59.549769,1754945191, 11.14, 125.90, 1464.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:48:59.836355,754945201, 11.12, 136.00, 1454.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:00.034953,1754945211, 11.13, 131.80, 1482.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:00.260548,1754945221, 11.12, 128.80, 1490.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:00.503295,1754945231, 11.12, 132.80, 1464.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:00.656485,1754945241, 11.13, 127.30, 1498.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:00.828325,1754945251, 11.12, 132.60, 1400.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:00.886906,1754945261, 11.12, 131.10, 1426.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:01.461798,timestamp,voltage,current,power, brand, rated_voltage,75
2025-08-11T16:49:04.422370,1754945343, 11.12, 127.20, 1428.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:14.416176,1754945353, 11.13, 125.80, 1454.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:24.418791,1754945363, 11.12, 126.60, 1510.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:34.425069,1754945373, 11.12, 133.00, 1518.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:49:44.418659,1754945383, 11.12, 134.40, 1500.00, G4 RV Ceiling, 12.00,75
2025-08-11T16:51:07.172089,1754945466, 9.13, 140.50, 1356.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:51:17.176835,1754945476, 9.13, 143.30, 1366.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:51:27.171018,1754945486, 9.14, 142.60, 1364.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:51:37.172300,1754945496, 9.13, 148.50, 1328.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:51:47.177803,1754945506, 9.14, 148.50, 1278.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:51:57.178635,1754945516, 9.13, 143.50, 1366.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:52:07.165707,1754945526, 9.14, 147.20, 1298.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:52:17.177128,1754945536, 9.14, 145.20, 1308.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:52:27.175808,1754945546, 9.13, 150.20, 1282.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:52:37.168171,1754945556, 9.13, 146.40, 1350.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:52:47.174375,1754945566, 9.14, 144.70, 1304.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:52:57.173556,1754945576, 9.14, 149.30, 1344.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:53:07.177064,1754945586, 9.14, 139.50, 1320.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:53:17.178693,1754945596, 9.13, 148.10, 1282.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:53:27.164445,1754945606, 9.14, 139.80, 1346.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:53:37.167555,754945616, 9.12, 144.30, 1294.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:53:47.178755,1754945626, 9.14, 140.90, 1318.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:53:57.169733,1754945636, 9.13, 140.20, 1320.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:54:07.170544,1754945646, 9.13, 148.50, 1272.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:54:17.179055,1754945656, 9.13, 147.50, 1278.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:54:27.178209,1754945666, 9.12, 147.20, 1328.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:54:37.178550,1754945676, 9.13, 138.90, 1336.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:54:47.165022,1754945686, 9.12, 145.50, 1320.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:54:57.177395,1754945696, 9.14, 147.90, 1300.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:55:07.167523,1754945706, 9.12, 145.50, 1340.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:55:17.167081,1754945716, 9.12, 149.20, 1308.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:55:27.168400,1754945726, 9.14, 148.00, 1336.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:55:37.178176,1754945736, 9.12, 145.50, 1334.00, G4 RV Ceiling, 12.00,50
2025-08-11T16:55:47.177172,1754945746, 9.12, 138.10, 1288.00, G4 RV Ceiling, 12.00,50
